REGION,ISO,COUNTRY,INDICATOR,MEASURE,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Africa,CIV,C_te d'Ivoire,Population,Midyear population (in thousands of persons),"2,860","2,918","2,977","3,037","3,099","3,164","3,231","3,300","3,374","3,463","3,576","3,705","3,843","4,002","4,171","4,356","4,564","4,790","5,038","5,299","5,579","5,874","6,172","6,465","6,749","7,031","7,335","7,642","7,954","8,271","8,593","8,922","9,260","9,606","9,963","10,332","10,712","11,105","11,512","11,931","12,491","13,040","13,422","13,861","14,380","14,846","15,281","15,686","16,045","16,457","16,885","17,311","17,688","18,068","18,504","18,921","19,327","19,747","20,180","20,617","21,059","21,504","21,952","22,401","22,849","23,295","23,740","24,185","24,627"
Africa,CIV,C_te d'Ivoire,Output per Employed Person,Labor productivity per person employed in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),"7,153","7,271","7,388","7,504","7,626","7,753","7,879","8,008","8,142","8,273","8,835","9,283","9,314","10,419","11,802","11,090","11,499","11,208","12,449","12,489","13,303","13,430","13,625","14,133","13,978","13,424","14,451","14,547","15,370","15,053","15,586","15,653","15,219","14,193","13,317","13,558","13,549","12,937","12,327","11,803","10,496","10,024","9,649","9,232","8,870","8,938","9,386","9,680","9,519","9,461","9,080","8,980","8,737","8,532","8,552","8,606","8,621","8,650","8,736","8,875","8,900","8,368","9,033","9,670","10,302","10,991","11,614","12,131","12,768"
Africa,CIV,C_te d'Ivoire,Output per Hour Worked,Labor productivity per hour worked in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,CIV,C_te d'Ivoire,Per Capita Income,GDP per capita in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),"2,742","2,787","2,832","2,877","2,924","2,969","3,015","3,061","3,106","3,137","3,310","3,493","3,517","3,932","4,447","4,164","4,290","4,146","4,557","4,523","4,763","4,751","4,772","4,916","4,845","4,646","4,987","5,012","5,293","5,186","5,377","5,360","5,174","4,793","4,469","4,521","4,491","4,263","4,038","3,873","3,444","3,301","3,198","3,092","2,985","3,053","3,207","3,303","3,388","3,357","3,204","3,129","3,011","2,908","2,874","2,859","2,842","2,830","2,840","2,870","2,867","2,689","2,901","3,106","3,313","3,540","3,742","3,940","4,183"
Africa,CIV,C_te d'Ivoire,GDP growth,"Growth of GDP, percent change",,4,4,4,4,4,4,4,4,4,9,9,4,16,18,-2,8,1,16,4,11,5,6,8,3,0,12,5,10,2,8,3,0,-4,-3,5,3,-2,-2,-1,-7,0,0,0,0,6,8,6,5,2,-2,0,-2,-1,1,2,2,2,3,3,2,-4,10,9,9,9,8,7,8
Africa,CIV,C_te d'Ivoire,Employment growth,"Growth of employment, percent change",,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,5,5,4,4,4,5,3,3,7,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3
Africa,CIV,C_te d'Ivoire,Total Hours growth,"Growth of total hours worked, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,CIV,C_te d'Ivoire,Population growth,"Growth of population, percent change",,2,2,2,2,2,2,2,2,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,3,4,3,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Africa,CIV,C_te d'Ivoire,Output per Employed Person growth,"Growth of Labor Productivity per person employed, percent change",,2,2,2,2,2,2,2,2,2,7,5,0,12,13,-6,4,-3,11,0,7,1,1,4,-1,-4,8,1,6,-2,4,0,-3,-7,-6,2,0,-5,-5,-4,-11,-4,-4,-4,-4,1,5,3,-2,-1,-4,-1,-3,-2,0,1,0,0,1,2,0,-6,8,7,7,7,6,4,5
Africa,CIV,C_te d'Ivoire,Output per Hour Worked growth,"Growth of Labor Productivity per hour worked, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,CIV,C_te d'Ivoire,Per Capita Income growth,"Growth of GDP per capita, percent change",,2,2,2,2,2,2,2,1,1,6,6,1,12,13,-6,3,-3,10,-1,5,0,0,3,-1,-4,7,0,6,-2,4,0,-3,-7,-7,1,-1,-5,-5,-4,-11,-4,-3,-3,-3,2,5,3,3,-1,-5,-2,-4,-3,-1,-1,-1,0,0,1,0,-6,8,7,7,7,6,5,6
Africa,COD,DR Congo,GDP EKS,"Total GDP, in millions of 2017 US$ (converted to 2017 price level with updated 2011 PPPs)","20,661","23,079","25,186","26,612","28,223","29,319","31,302","32,294","31,364","32,459","33,203","29,587","35,868","37,748","36,819","37,191","39,711","39,319","41,013","44,835","44,732","47,583","47,645","51,777","53,554","50,889","47,976","48,224","45,496","45,434","46,385","47,480","47,253","47,914","50,579","50,806","53,203","54,629","54,939","54,567","53,244","48,748","43,648","37,769","35,449","36,428","35,723","32,922","31,647","30,443","27,966","27,379","28,186","29,758","31,764","33,712","35,506","37,728","40,078","41,222","44,152","47,187","50,531","54,817","60,009","64,159","65,699","68,326","71,863"
Africa,COD,DR Congo,Employment,Persons employed (in thousands of persons),"5,155","5,259","5,366","5,474","5,585","5,698","5,813","5,930","6,050","6,173","6,297","6,459","6,624","6,794","6,968","7,147","7,330","7,518","7,711","7,909","8,111","8,301","8,496","8,695","8,899","9,107","9,320","9,539","9,762","9,991","10,225","10,486","10,754","11,029","11,311","11,600","11,896","12,200","12,512","12,832","13,160","13,613","14,154","14,723","15,268","15,774","16,198","16,594","16,975","17,384","17,843","18,325","18,851","19,421","20,027","20,665","21,304","21,982","22,697","23,451","24,231","25,017","25,840","26,697","27,587","28,516","29,465","30,475","31,540"
Africa,COD,DR Congo,Average Hours Worked,Annual hours worked per worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,COD,DR Congo,Total Hours,Total annual hours worked (in millions of hours worked),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,COD,DR Congo,Population,Midyear population (in thousands of persons),"13,569","13,832","14,100","14,373","14,657","14,953","15,259","15,578","15,909","16,253","16,610","16,964","17,486","18,027","18,433","18,856","19,343","19,941","20,571","21,179","21,781","22,386","23,008","23,668","24,334","25,033","25,741","26,484","27,317","28,204","29,013","29,808","30,649","31,447","32,341","33,344","34,376","35,482","36,628","37,804","39,047","40,407","41,735","43,175","44,702","46,581","47,559","48,161","49,218","50,755","52,306","53,915","55,554","57,152","58,787","60,537","62,357","64,185","66,012","67,836","69,666","71,523","73,404","75,307","77,229","79,165","81,116","83,081","85,055"
Africa,COD,DR Congo,Output per Employed Person,Labor productivity per person employed in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),"4,008","4,388","4,694","4,861","5,054","5,146","5,385","5,445","5,184","5,259","5,272","4,581","5,415","5,556","5,284","5,204","5,417","5,230","5,319","5,669","5,515","5,732","5,608","5,955","6,018","5,588","5,147","5,056","4,660","4,548","4,536","4,528","4,394","4,344","4,472","4,380","4,472","4,478","4,391","4,252","4,046","3,581","3,084","2,565","2,322","2,309","2,205","1,984","1,864","1,751","1,567","1,494","1,495","1,532","1,586","1,631","1,667","1,716","1,766","1,758","1,822","1,886","1,956","2,053","2,175","2,250","2,230","2,242","2,278"
Africa,COD,DR Congo,Output per Hour Worked,Labor productivity per hour worked in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,COD,DR Congo,Per Capita Income,GDP per capita in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),"1,523","1,669","1,786","1,851","1,926","1,961","2,051","2,073","1,971","1,997","1,999","1,744","2,051","2,094","1,997","1,972","2,053","1,972","1,994","2,117","2,054","2,126","2,071","2,188","2,201","2,033","1,864","1,821","1,666","1,611","1,599","1,593","1,542","1,524","1,564","1,524","1,548","1,540","1,500","1,443","1,364","1,206","1,046",875,793,782,751,684,643,600,535,508,507,521,540,557,569,588,607,608,634,660,688,728,777,810,810,822,845
Africa,COD,DR Congo,GDP growth,"Growth of GDP, percent change",,12,9,6,6,4,7,3,-3,3,2,-11,21,5,-2,1,7,-1,4,9,0,6,0,9,3,-5,-6,1,-6,0,2,2,0,1,6,0,5,3,1,-1,-2,-8,-10,-13,-6,3,-2,-8,-4,-4,-8,-2,3,6,7,6,5,6,6,3,7,7,7,8,9,7,2,4,5
Africa,COD,DR Congo,Employment growth,"Growth of employment, percent change",,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Africa,COD,DR Congo,Total Hours growth,"Growth of total hours worked, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,COD,DR Congo,Population growth,"Growth of population, percent change",,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2
Africa,COD,DR Congo,Output per Employed Person growth,"Growth of Labor Productivity per person employed, percent change",,9,7,4,4,2,5,1,-5,1,0,-13,18,3,-5,-2,4,-3,2,7,-3,4,-2,6,1,-7,-8,-2,-8,-2,0,0,-3,-1,3,-2,2,0,-2,-3,-5,-11,-14,-17,-9,-1,-5,-10,-6,-6,-10,-5,0,2,4,3,2,3,3,0,4,4,4,5,6,3,-1,1,2
Africa,COD,DR Congo,Output per Hour Worked growth,"Growth of Labor Productivity per hour worked, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,COD,DR Congo,Per Capita Income growth,"Growth of GDP per capita, percent change",,10,7,4,4,2,5,1,-5,1,0,-13,18,2,-5,-1,4,-4,1,6,-3,4,-3,6,1,-8,-8,-2,-9,-3,-1,0,-3,-1,3,-3,2,-1,-3,-4,-6,-12,-13,-16,-9,-1,-4,-9,-6,-7,-11,-5,0,3,4,3,2,3,3,0,4,4,4,6,7,4,0,2,3
Africa,EGY,Egypt,GDP EKS,"Total GDP, in millions of 2017 US$ (converted to 2017 price level with updated 2011 PPPs)","50,455","52,683","55,746","56,316","55,500","55,944","57,741","61,812","66,024","69,926","74,321","76,898","78,931","86,912","96,514","98,764","98,184","100,404","107,248","121,591","134,814","139,732","142,901","145,175","150,661","164,692","182,326","196,642","214,534","236,248","252,333","264,234","285,593","309,719","333,638","353,936","369,919","385,208","398,659","409,305","418,411","423,415","430,155","445,390","464,700","486,454","512,711","547,206","584,547","618,135","645,639","667,298","688,581","713,658","744,215","786,272","841,041","900,941","954,927","998,777","1,053,328","1,055,138","1,085,720","1,115,173","1,169,523","1,215,522","1,262,308","1,316,343","1,380,296"
Africa,EGY,Egypt,Employment,Persons employed (in thousands of persons),"6,324","6,438","6,554","6,672","6,792","6,915","7,039","7,166","7,295","7,426","7,560","7,222","7,771","8,100","8,284","8,288","8,031","7,811","7,852","8,217","8,221","8,225","8,037","8,815","9,061","9,517","9,684","9,239","9,488","9,604","11,169","10,123","10,586","11,166","11,114","11,002","11,169","11,720","11,840","12,342","12,623","13,225","13,316","13,537","13,903","14,304","15,026","16,124","16,637","17,120","17,325","17,805","17,804","17,384","18,355","18,928","19,499","22,480","23,314","24,510","25,466","26,256","27,051","27,183","27,608","28,079","28,904","29,712","30,491"
Africa,EGY,Egypt,Average Hours Worked,Annual hours worked per worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,EGY,Egypt,Total Hours,Total annual hours worked (in millions of hours worked),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,EGY,Egypt,Population,Midyear population (in thousands of persons),"21,198","21,704","22,223","22,755","23,299","23,856","24,426","25,010","25,608","26,220","26,847","27,523","28,173","28,821","29,533","30,265","30,986","31,681","32,338","32,966","33,574","34,184","34,807","35,480","36,216","36,952","37,737","38,784","40,020","41,258","42,634","44,196","45,682","47,093","48,550","50,052","51,593","52,794","54,015","55,252","56,683","57,731","58,583","59,434","60,299","61,183","62,094","63,360","64,653","65,976","67,330","68,715","70,168","71,678","73,195","74,714","76,275","77,927","79,677","81,528","83,503","85,619","87,840","90,123","92,466","94,869","97,305","99,745","102,184"
Africa,EGY,Egypt,Output per Employed Person,Labor productivity per person employed in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),"7,978","8,183","8,506","8,440","8,171","8,091","8,203","8,626","9,051","9,416","9,831","10,647","10,158","10,730","11,651","11,916","12,226","12,855","13,658","14,798","16,399","16,988","17,781","16,469","16,628","17,305","18,828","21,285","22,611","24,600","22,592","26,101","26,978","27,737","30,020","32,170","33,119","32,866","33,670","33,164","33,148","32,017","32,304","32,901","33,425","34,008","34,121","33,937","35,135","36,106","37,266","37,477","38,677","41,052","40,546","41,539","43,133","40,078","40,959","40,749","41,363","40,187","40,136","41,024","42,362","43,290","43,673","44,304","45,270"
Africa,EGY,Egypt,Output per Hour Worked,Labor productivity per hour worked in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,EGY,Egypt,Per Capita Income,GDP per capita in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),"2,380","2,427","2,508","2,475","2,382","2,345","2,364","2,472","2,578","2,667","2,768","2,794","2,802","3,016","3,268","3,263","3,169","3,169","3,316","3,688","4,015","4,088","4,105","4,092","4,160","4,457","4,831","5,070","5,361","5,726","5,919","5,979","6,252","6,577","6,872","7,071","7,170","7,296","7,381","7,408","7,382","7,334","7,343","7,494","7,707","7,951","8,257","8,636","9,041","9,369","9,589","9,711","9,813","9,956","10,168","10,524","11,026","11,561","11,985","12,251","12,614","12,324","12,360","12,374","12,648","12,813","12,973","13,197","13,508"
Africa,EGY,Egypt,GDP growth,"Growth of GDP, percent change",,4,6,1,-1,1,3,7,7,6,6,3,3,10,11,2,-1,2,7,13,11,4,2,2,4,9,11,8,9,10,7,5,8,8,8,6,5,4,3,3,2,1,2,4,4,5,5,7,7,6,4,3,3,4,4,6,7,7,6,5,5,0,3,3,5,4,4,4,5
Africa,EGY,Egypt,Employment growth,"Growth of employment, percent change",,2,2,2,2,2,2,2,2,2,2,-4,8,4,2,0,-3,-3,1,5,0,0,-2,10,3,5,2,-5,3,1,16,-9,5,5,0,-1,2,5,1,4,2,5,1,2,3,3,5,7,3,3,1,3,0,-2,6,3,3,15,4,5,4,3,3,0,2,2,3,3,3
Africa,EGY,Egypt,Total Hours growth,"Growth of total hours worked, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,EGY,Egypt,Population growth,"Growth of population, percent change",,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,3,3,3,3,3,2,2,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2
Africa,EGY,Egypt,Output per Employed Person growth,"Growth of Labor Productivity per person employed, percent change",,3,4,-1,-3,-1,1,5,5,4,4,8,-5,6,9,2,3,5,6,8,11,4,5,-7,1,4,9,13,6,9,-8,16,3,3,8,7,3,-1,2,-2,0,-3,1,2,2,2,0,-1,4,3,3,1,3,6,-1,2,4,-7,2,-1,2,-3,0,2,3,2,1,1,2
Africa,EGY,Egypt,Output per Hour Worked growth,"Growth of Labor Productivity per hour worked, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,EGY,Egypt,Per Capita Income growth,"Growth of GDP per capita, percent change",,2,3,-1,-4,-2,1,5,4,3,4,1,0,8,8,0,-3,0,5,11,9,2,0,0,2,7,8,5,6,7,3,1,5,5,4,3,1,2,1,0,0,-1,0,2,3,3,4,5,5,4,2,1,1,1,2,4,5,5,4,2,3,-2,0,0,2,1,1,2,2
Africa,ETH,Ethiopia,GDP EKS,"Total GDP, in millions of 2017 US$ (converted to 2017 price level with updated 2011 PPPs)","9,766","10,039","10,323","10,918","10,918","11,504","11,885","11,797","12,188","12,520","13,164","13,809","14,375","16,280","17,081","18,086","18,790","19,581","19,913","20,655","21,827","22,745","23,907","24,698","25,001","25,040","25,723","26,427","26,134","27,813","29,034","29,630","30,099","31,632","30,977","28,907","30,782","33,673","34,327","34,884","34,337","33,203","30,709","31,367","34,012","36,021","39,374","42,505","42,532","42,787","45,004","47,461","49,894","49,879","52,263","58,342","64,293","70,985","77,932","85,197","93,910","105,747","116,814","127,524","140,290","154,191","167,316","180,143","194,701"
Africa,ETH,Ethiopia,Employment,Persons employed (in thousands of persons),"8,218","8,356","8,496","8,638","8,783","8,930","9,079","9,231","9,386","9,543","9,703","9,877","10,106","10,329","10,583","10,849","11,119","11,391","11,690","11,982","12,283","12,657","13,041","13,431","13,825","14,204","14,596","15,014","15,393","15,938","16,520","17,101","17,776","18,508","19,277","19,757","20,329","20,941","21,549","22,126","22,643","23,066","23,621","23,601","24,345","25,140","26,069","26,805","27,394","28,189","29,126","29,854","30,545","31,303","32,197","33,352","34,397","35,803","37,502","39,184","41,007","42,894","44,372","45,960","47,432","48,941","50,384","52,125","53,923"
Africa,ETH,Ethiopia,Average Hours Worked,Annual hours worked per worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,ETH,Ethiopia,Total Hours,Total annual hours worked (in millions of hours worked),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,ETH,Ethiopia,Population,Midyear population (in thousands of persons),"21,577","21,932","22,300","22,682","23,078","23,489","23,916","24,358","24,817","25,292","25,783","26,289","26,812","27,353","27,911","28,487","29,081","29,681","30,308","30,969","31,629","32,308","33,031","33,786","34,580","35,397","36,294","37,130","37,754","38,221","38,605","40,359","42,190","43,460","44,512","45,169","45,988","47,226","48,675","50,128","51,535","53,587","55,492","56,922","58,554","60,391","62,232","64,022","65,852","67,774","69,754","71,775","73,875","76,050","78,287","80,579","82,943","85,397","87,928","90,543","93,246","96,005","98,831","101,736","104,724","107,793","110,945","114,170","117,460"
Africa,ETH,Ethiopia,Output per Employed Person,Labor productivity per person employed in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),"1,188","1,201","1,215","1,264","1,243","1,288","1,309","1,278","1,299","1,312","1,357","1,398","1,422","1,576","1,614","1,667","1,690","1,719","1,703","1,724","1,777","1,797","1,833","1,839","1,808","1,763","1,762","1,760","1,698","1,745","1,758","1,733","1,693","1,709","1,607","1,463","1,514","1,608","1,593","1,577","1,516","1,439","1,300","1,329","1,397","1,433","1,510","1,586","1,553","1,518","1,545","1,590","1,633","1,593","1,623","1,749","1,869","1,983","2,078","2,174","2,290","2,465","2,633","2,775","2,958","3,151","3,321","3,456","3,611"
Africa,ETH,Ethiopia,Output per Hour Worked,Labor productivity per hour worked in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,ETH,Ethiopia,Per Capita Income,GDP per capita in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),453,458,463,481,473,490,497,484,491,495,511,525,536,595,612,635,646,660,657,667,690,704,724,731,723,707,709,712,692,728,752,734,713,728,696,640,669,713,705,696,666,620,553,551,581,596,633,664,646,631,645,661,675,656,668,724,775,831,886,941,"1,007","1,101","1,182","1,253","1,340","1,430","1,508","1,578","1,658"
Africa,ETH,Ethiopia,GDP growth,"Growth of GDP, percent change",,3,3,6,0,5,3,-1,3,3,5,5,4,13,5,6,4,4,2,4,6,4,5,3,1,0,3,3,-1,6,4,2,2,5,-2,-7,6,9,2,2,-2,-3,-8,2,8,6,9,8,0,1,5,5,5,0,5,12,10,10,10,9,10,13,10,9,10,10,9,8,8
Africa,ETH,Ethiopia,Employment growth,"Growth of employment, percent change",,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,2,3,3,3,3,2,2,2,0,3,3,4,3,2,3,3,2,2,2,3,4,3,4,5,4,5,5,3,4,3,3,3,3,3
Africa,ETH,Ethiopia,Total Hours growth,"Growth of total hours worked, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,ETH,Ethiopia,Population growth,"Growth of population, percent change",,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,5,5,3,2,1,2,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Africa,ETH,Ethiopia,Output per Employed Person growth,"Growth of Labor Productivity per person employed, percent change",,1,1,4,-2,4,2,-2,2,1,3,3,2,11,2,3,1,2,-1,1,3,1,2,0,-2,-3,0,0,-4,3,1,-1,-2,1,-6,-9,3,6,-1,-1,-4,-5,-10,2,5,3,5,5,-2,-2,2,3,3,-2,2,8,7,6,5,5,5,8,7,5,7,7,5,4,4
Africa,ETH,Ethiopia,Output per Hour Worked growth,"Growth of Labor Productivity per hour worked, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,ETH,Ethiopia,Per Capita Income growth,"Growth of GDP per capita, percent change",,1,1,4,-2,4,1,-3,1,1,3,3,2,11,3,4,2,2,0,2,3,2,3,1,-1,-2,0,0,-3,5,3,-2,-3,2,-4,-8,5,7,-1,-1,-4,-7,-11,0,5,3,6,5,-3,-2,2,2,2,-3,2,8,7,7,7,6,7,9,7,6,7,7,5,5,5
Africa,GHA,Ghana,GDP EKS,"Total GDP, in millions of 2017 US$ (converted to 2017 price level with updated 2011 PPPs)","11,088","11,498","11,287","12,851","14,470","13,538","14,337","14,802","14,558","16,665","17,896","18,528","19,426","20,102","20,535","20,812","20,834","21,211","21,510","22,275","23,351","25,214","24,460","25,158","26,888","23,539","22,708","23,229","25,203","24,559","23,783","23,817","22,164","21,156","22,985","24,149","25,413","26,633","28,130","29,560","30,547","32,168","33,422","34,663","35,918","37,437","39,180","41,075","43,004","44,910","46,585","48,535","50,742","53,404","56,384","59,693","63,423","66,180","72,236","75,735","81,719","93,197","101,857","109,306","113,663","118,024","122,120","129,644","137,842"
Africa,GHA,Ghana,Employment,Persons employed (in thousands of persons),"1,982","2,034","2,086","2,141","2,196","2,254","2,312","2,372","2,434","2,497","2,562","2,613","2,642","2,742","2,701","2,734","2,749","2,857","2,897","3,041","3,133","3,328","3,396","3,712","3,930","4,093","4,137","4,451","4,616","4,560","4,687","4,797","4,807","4,983","5,423","5,713","5,881","6,126","6,303","6,460","6,542","6,377","6,466","6,546","6,640","6,746","6,873","7,073","7,213","7,363","7,428","7,591","7,774","7,959","8,167","8,483","8,779","9,062","9,539","9,749","10,243","11,237","11,672","12,195","12,512","12,835","13,140","13,488","13,847"
